0.0000	1.0000
0.0000	3.0000
0.2380	3.0000
0.4760	3.0000
0.4761	2.0000
0.7082	1.0000
0.7143	3.0000
0.9520	1.0000
0.9523	3.0000
1.1904	3.0000
1.4284	2.0000
1.4285	3.0000
1.6666	3.0000
1.9040	1.0000
1.9045	3.0000
2.1426	3.0000
2.3806	3.0000
2.3807	2.0000
2.6122	1.0000
2.6189	3.0000
2.8561	1.0000
2.8570	3.0000
3.0950	3.0000
3.3330	3.0000
3.3331	2.0000
3.5712	3.0000
3.8081	1.0000
3.8094	3.0000
4.0474	3.0000
4.2854	3.0000
4.2854	2.0000
4.5163	1.0000
4.5236	3.0000
4.7601	1.0000
4.7617	3.0000
4.9998	3.0000
5.2377	2.0000
5.2378	3.0000
5.4760	3.0000
5.7121	1.0000
5.7139	3.0000
5.9520	3.0000
6.1900	3.0000
6.1901	2.0000
6.4203	1.0000
6.4282	3.0000
6.6641	1.0000
6.6663	3.0000
6.9044	3.0000
7.1426	2.0000
7.1426	3.0000
7.3807	3.0000
